rel	e1_loc	e1_type	e2_loc	e2_type	sent
Regulates_Expression	16	Protein	34	Gene	It has been shown at the genetic and molecular levels in trichomes and root hairs that TTG1 interacts with a basic helix-loop-helix ( bHLH ) protein and a tissue-specific MYB protein to activate both GL2 and TTG2 ( Payne et al. , 2000 ; Johnson et al. , 2002 ; Schiefelbein , 2003 ) .
Interacts_With	16	Protein	29	Protein_Family	It has been shown at the genetic and molecular levels in trichomes and root hairs that TTG1 interacts with a basic helix-loop-helix ( bHLH ) protein and a tissue-specific MYB protein to activate both GL2 and TTG2 ( Payne et al. , 2000 ; Johnson et al. , 2002 ; Schiefelbein , 2003 ) .
Interacts_With	16	Protein	23	Protein_Domain	It has been shown at the genetic and molecular levels in trichomes and root hairs that TTG1 interacts with a basic helix-loop-helix ( bHLH ) protein and a tissue-specific MYB protein to activate both GL2 and TTG2 ( Payne et al. , 2000 ; Johnson et al. , 2002 ; Schiefelbein , 2003 ) .
Regulates_Process	10	Gene	27,28,32,33	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	0	Gene	23,24	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	7	Gene	27,28,30,33	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	0	Gene	27,28,30,33	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	0	Gene	27,28,32,33	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	2,3,4	Genotype	14,15	Pathway	Recently , mutations in MYB61 have been found to specifically affect both mucilage and columella production in the Arabidopsis seed coat ( Penfield et al. , 2001 ) .
Regulates_Process	44,45	Regulatory_Network	38,39,40,41,42	Regulatory_Network	The production of mucilage in the epidermal cells of the Arabidopsis seed coat is part of a coordinated developmental process that begins with cell growth , followed by biosynthesis and polar secretion of large quantities of pectin , formation of a cytoplasmic column through cytoplasmic constriction and vacuolar contraction , and , finally , the synthesis of a secondary cell wall ( columella ; Beeckman et al. , 2000 ; Western et al. , 2000 ; Windsor et al. , 2000 ) .
Regulates_Process	18,19,20	Tissue	13,16	Pathway	Mutations in one of these genes , MUM4 , yield a phenotype where mucilage is not released from hydrated mature seeds .
Regulates_Process	10	Gene	27,28,30,33	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	7	Gene	27,28,32,33	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	47,48	Regulatory_Network	38,39,40,41,42	Regulatory_Network	The production of mucilage in the epidermal cells of the Arabidopsis seed coat is part of a coordinated developmental process that begins with cell growth , followed by biosynthesis and polar secretion of large quantities of pectin , formation of a cytoplasmic column through cytoplasmic constriction and vacuolar contraction , and , finally , the synthesis of a secondary cell wall ( columella ; Beeckman et al. , 2000 ; Western et al. , 2000 ; Windsor et al. , 2000 ) .
Regulates_Process	0,1,2	Genotype	11,12,13,14	Regulatory_Network	Mutants in AP2 ( APETALA2 ) , in addition to their defects in floral morphogenesis , lack differentiation past the growth phase of mucilage secretory cells ( Jofuku et al. , 1994 ; Western et al. , 2001 ) .
Regulates_Process	28	Environmental_Factor	25,26	Pathway	Several genes encoding putative transcription factors have been implicated in seed coat epidermal development because mutations in these genes result in seeds that fail to release mucilage upon hydration .
Regulates_Process	10	Gene	23,24	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	11	Genotype	17,18	Pathway	Seed coat mucilage is dispensable under laboratory conditions in Arabidopsis and mum ( mucilage-modified ) mutants affecting mucilage production can be identified by a simple screening method ( Western et al. , 2001 ) .
Regulates_Process	2,3,4	Genotype	12,15	Pathway	Recently , mutations in MYB61 have been found to specifically affect both mucilage and columella production in the Arabidopsis seed coat ( Penfield et al. , 2001 ) .
Regulates_Process	7	Gene	23,24	Regulatory_Network	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Process	0,1,2	Genotype	16,17,18,19,20,21,22,23,24,25	Regulatory_Network	Mutants in AP2 ( APETALA2 ) , in addition to their defects in floral morphogenesis , lack differentiation past the growth phase of mucilage secretory cells ( Jofuku et al. , 1994 ; Western et al. , 2001 ) .
Is_Localized_In	1,2,3	Pathway	6,7,8,9,10,11,12	Tissue	The production of mucilage in the epidermal cells of the Arabidopsis seed coat is part of a coordinated developmental process that begins with cell growth , followed by biosynthesis and polar secretion of large quantities of pectin , formation of a cytoplasmic column through cytoplasmic constriction and vacuolar contraction , and , finally , the synthesis of a secondary cell wall ( columella ; Beeckman et al. , 2000 ; Western et al. , 2000 ; Windsor et al. , 2000 ) .
Is_Localized_In	0,1,2	Pathway	0,1	Tissue	Seed coat mucilage is dispensable under laboratory conditions in Arabidopsis and mum ( mucilage-modified ) mutants affecting mucilage production can be identified by a simple screening method ( Western et al. , 2001 ) .
Is_Functionally_Equivalent_To	20,21	Protein_Domain	23	Protein_Domain	It has been shown at the genetic and molecular levels in trichomes and root hairs that TTG1 interacts with a basic helix-loop-helix ( bHLH ) protein and a tissue-specific MYB protein to activate both GL2 and TTG2 ( Payne et al. , 2000 ; Johnson et al. , 2002 ; Schiefelbein , 2003 ) .
Is_Functionally_Equivalent_To	12	Gene	10	Gene	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Is_Functionally_Equivalent_To	2,3,4	Gene	0	Gene	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Is_Functionally_Equivalent_To	4	Gene	2	Gene	Mutants in AP2 ( APETALA2 ) , in addition to their defects in floral morphogenesis , lack differentiation past the growth phase of mucilage secretory cells ( Jofuku et al. , 1994 ; Western et al. , 2001 ) .
Regulates_Accumulation	21,22,23,24	Development_Phase	4,15	RNA	Expression studies show that MUM4 is developmentally regulated during seed coat differentiation such that its transcript levels are increased at the time of mucilage production .
Transcribes_Or_Translates_To	9	Gene	13,14	Protein_Family	Using positional cloning of MUM4 , we demonstrate that MUM4 encodes a putative NDP-l-Rha synthase .
Regulates_Expression	36,37	Tissue	0	Gene	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Expression	36,37	Tissue	10	Gene	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Regulates_Expression	36,37	Tissue	7	Gene	TTG1 ( TRANSPARENT TESTA GLABRA1 ) , TTG2 , and GL2 ( GLABRA2 ) , which were originally identified through their role in trichome specification , have defects in both mucilage and columella production in the seed coat ( Koornneef , 1981 ; Penfield et al. , 2001 ; Western et al. , 2001 ; Johnson et al. , 2002 ) .
Is_Localized_In	16	Protein	11	Tissue	It has been shown at the genetic and molecular levels in trichomes and root hairs that TTG1 interacts with a basic helix-loop-helix ( bHLH ) protein and a tissue-specific MYB protein to activate both GL2 and TTG2 ( Payne et al. , 2000 ; Johnson et al. , 2002 ; Schiefelbein , 2003 ) .
Is_Localized_In	16	Protein	13,14	Tissue	It has been shown at the genetic and molecular levels in trichomes and root hairs that TTG1 interacts with a basic helix-loop-helix ( bHLH ) protein and a tissue-specific MYB protein to activate both GL2 and TTG2 ( Payne et al. , 2000 ; Johnson et al. , 2002 ; Schiefelbein , 2003 ) .
Is_Linked_To	28	Environmental_Factor	21	Tissue	Several genes encoding putative transcription factors have been implicated in seed coat epidermal development because mutations in these genes result in seeds that fail to release mucilage upon hydration .
Regulates_Expression	11	Tissue	34	Gene	It has been shown at the genetic and molecular levels in trichomes and root hairs that TTG1 interacts with a basic helix-loop-helix ( bHLH ) protein and a tissue-specific MYB protein to activate both GL2 and TTG2 ( Payne et al. , 2000 ; Johnson et al. , 2002 ; Schiefelbein , 2003 ) .
